log_returns_t-7,volatility_rolling_28_t-7,zscore_scaled_t-7,log_returns_t-6,volatility_rolling_28_t-6,zscore_scaled_t-6,log_returns_t-5,volatility_rolling_28_t-5,zscore_scaled_t-5,log_returns_t-4,volatility_rolling_28_t-4,zscore_scaled_t-4,log_returns_t-3,volatility_rolling_28_t-3,zscore_scaled_t-3,log_returns_t-2,volatility_rolling_28_t-2,zscore_scaled_t-2,log_returns_t-1,volatility_rolling_28_t-1,zscore_scaled_t-1,target
0.0,0.0,0.0,-0.0018458918132042,0.0,0.0,-0.0001060818044798,0.0,0.0,-0.0039774406945259,0.0,0.0,-0.0057574592259037,0.0,0.0,0.001229934135637,0.0,0.0,0.0098969739522399,0.0,0.0,0.0007353629666237
-0.0018458918132042,0.0,0.0,-0.0001060818044798,0.0,0.0,-0.0039774406945259,0.0,0.0,-0.0057574592259037,0.0,0.0,0.001229934135637,0.0,0.0,0.0098969739522399,0.0,0.0,0.0007353629666237,0.0,0.0,0.0009826754702845
-0.0001060818044798,0.0,0.0,-0.0039774406945259,0.0,0.0,-0.0057574592259037,0.0,0.0,0.001229934135637,0.0,0.0,0.0098969739522399,0.0,0.0,0.0007353629666237,0.0,0.0,0.0009826754702845,0.0,0.0,0.0040143588412368
-0.0039774406945259,0.0,0.0,-0.0057574592259037,0.0,0.0,0.001229934135637,0.0,0.0,0.0098969739522399,0.0,0.0,0.0007353629666237,0.0,0.0,0.0009826754702845,0.0,0.0,0.0040143588412368,0.0,0.0,9.281579284640772e-05
-0.0057574592259037,0.0,0.0,0.001229934135637,0.0,0.0,0.0098969739522399,0.0,0.0,0.0007353629666237,0.0,0.0,0.0009826754702845,0.0,0.0,0.0040143588412368,0.0,0.0,9.281579284640772e-05,0.0,0.0,0.0080188712392949
0.001229934135637,0.0,0.0,0.0098969739522399,0.0,0.0,0.0007353629666237,0.0,0.0,0.0009826754702845,0.0,0.0,0.0040143588412368,0.0,0.0,9.281579284640772e-05,0.0,0.0,0.0080188712392949,0.0,0.0,0.0055930736282805
0.0098969739522399,0.0,0.0,0.0007353629666237,0.0,0.0,0.0009826754702845,0.0,0.0,0.0040143588412368,0.0,0.0,9.281579284640772e-05,0.0,0.0,0.0080188712392949,0.0,0.0,0.0055930736282805,0.0,0.0,0.0025069776368153
0.0007353629666237,0.0,0.0,0.0009826754702845,0.0,0.0,0.0040143588412368,0.0,0.0,9.281579284640772e-05,0.0,0.0,0.0080188712392949,0.0,0.0,0.0055930736282805,0.0,0.0,0.0025069776368153,0.0,0.0,0.0174872085719079
0.0009826754702845,0.0,0.0,0.0040143588412368,0.0,0.0,9.281579284640772e-05,0.0,0.0,0.0080188712392949,0.0,0.0,0.0055930736282805,0.0,0.0,0.0025069776368153,0.0,0.0,0.0174872085719079,0.0,0.0,-0.0032865167419619
0.0040143588412368,0.0,0.0,9.281579284640772e-05,0.0,0.0,0.0080188712392949,0.0,0.0,0.0055930736282805,0.0,0.0,0.0025069776368153,0.0,0.0,0.0174872085719079,0.0,0.0,-0.0032865167419619,0.0,0.0,0.0149387890927783
9.281579284640772e-05,0.0,0.0,0.0080188712392949,0.0,0.0,0.0055930736282805,0.0,0.0,0.0025069776368153,0.0,0.0,0.0174872085719079,0.0,0.0,-0.0032865167419619,0.0,0.0,0.0149387890927783,0.0,0.0,-0.0056999128108821
0.0080188712392949,0.0,0.0,0.0055930736282805,0.0,0.0,0.0025069776368153,0.0,0.0,0.0174872085719079,0.0,0.0,-0.0032865167419619,0.0,0.0,0.0149387890927783,0.0,0.0,-0.0056999128108821,0.0,0.0,-0.010472264570207
0.0055930736282805,0.0,0.0,0.0025069776368153,0.0,0.0,0.0174872085719079,0.0,0.0,-0.0032865167419619,0.0,0.0,0.0149387890927783,0.0,0.0,-0.0056999128108821,0.0,0.0,-0.010472264570207,0.0,0.0,0.0060550679318348
