date,close,high,low,open,volume,log_return,trend_raw,trend_log,ret_run,ret_pers,trend_raw_visual,is_outlier
2020-04-27,1734.4361572265625,1761.074951171875,1713.0572509765625,1752.06298828125,1879259,-17.6268310546875,3.459147930862302,1.4949577008883301,2,0.09966799462495582,1769.0276365351856,0
2020-04-28,1733.1156005859375,1745.6666259765625,1713.3026123046875,1734.929931640625,1240842,-1.320556640625,3.474977146234735,1.4985012447271266,3,0.14888503362331795,1767.8653720482848,0
2020-04-29,1741.20263671875,2040.3658447265625,1710.427734375,1732.04150390625,12952071,8.0870361328125,3.6342136469102266,1.5334665291576526,1,0.04995837495787997,1777.5447731878523,0
2020-04-30,1708.8255615234375,1758.4766845703125,1646.70654296875,1739.4744873046875,300792,-32.3770751953125,3.1445509831708542,1.421794455378259,1,0.04995837495787997,1740.271071355146,1
2020-05-01,1695.615966796875,1714.8671875,1676.4525146484375,1708.8255615234375,194932,-13.2095947265625,2.3668212890624925,1.213969061568776,2,0.09966799462495582,1719.2841796875,0
2020-05-02,1704.5833740234375,1717.836669921875,1687.4381103515625,1695.6629638671875,371934,8.9674072265625,1.7829171316963814,1.0234997054911446,1,0.04995837495787997,1722.4125453404013,0
2020-05-03,1692.6104736328125,1704.8182373046875,1678.8377685546875,1704.6783447265625,245043,-11.972900390625,1.5287318638393195,0.9277179374876711,1,0.04995837495787997,1707.8977922712056,0
2020-05-04,1700.7659912109375,1709.8187255859375,1683.9326171875,1692.7332763671875,224865,8.155517578125,1.5885811941964068,0.9511099241448346,1,0.04995837495787997,1716.6518031529015,0
2020-05-05,1704.31787109375,1707.990234375,1687.7608642578125,1700.8785400390625,86009,3.5518798828125,1.556922671669391,0.938804454032981,2,0.09966799462495582,1719.887097810444,0
2020-05-06,1697.5130615234375,1708.1365966796875,1684.398681640625,1704.31787109375,552051,-6.8048095703125,1.3263998619595971,0.8443219490205747,1,0.04995837495787997,1710.7770601430334,0
2020-05-07,1701.8365478515625,1729.6778564453125,1676.1317138671875,1697.5130615234375,600975,4.323486328125,0.9451393070077584,0.6653335976458307,1,0.04995837495787997,1711.28794092164,0
2020-05-08,1708.8211669921875,1739.603759765625,1699.36279296875,1701.8365478515625,312368,6.984619140625,0.4220165281367707,0.3520759544757867,2,0.09966799462495582,1713.041332273555,0
2020-05-09,1727.0924072265625,1741.8170166015625,1687.98828125,1707.776123046875,92170,18.271240234375,0.10834814085996307,0.10287074552486421,3,0.14888503362331795,1728.1758886351622,0
2020-05-10,1694.9862060546875,1727.9500732421875,1670.5777587890625,1726.117431640625,293326,-32.106201171875,-0.6874535582119434,-0.5232206223262474,1,0.04995837495787997,1688.111670472568,1
2020-05-11,1691.93798828125,1709.9423828125,1679.48974609375,1694.4991455078125,135695,-3.0482177734375,-1.7802190106614608,-1.0225297054129756,2,0.09966799462495582,1674.1357981746353,0
2020-05-12,1696.267333984375,1708.6129150390625,1682.1527099609375,1692.9678955078125,91540,4.329345703125,-2.350944071604811,-1.2092421185546607,1,0.04995837495787997,1672.7578932683268,0
2020-05-13,1713.83056640625,1721.1490478515625,1682.3529052734375,1695.8255615234375,64264,17.563232421875,-2.3755383025434926,-1.2165548086561147,2,0.09966799462495582,1690.0751833808151,0
2020-05-14,1713.97705078125,1733.5267333984375,1695.483642578125,1713.83056640625,181208,0.146484375,-2.060481526080856,-1.118572265048605,3,0.14888503362331795,1693.3722355204413,0
2020-05-15,1719.720947265625,1755.36328125,1708.9534912109375,1715.505126953125,427687,5.743896484375,-1.3474779172051186,-0.8533415251146588,4,0.197375320224904,1706.2461680935737,0
2020-05-16,1735.1080322265625,1760.3499755859375,1707.05322265625,1720.1728515625,364749,15.3870849609375,-0.3750451568374047,-0.31848657191556407,5,0.24491866240370913,1731.3575806581885,0
2020-05-17,1752.0167236328125,1757.6922607421875,1734.2109375,1735.58544921875,170719,16.90869140625,0.5861181273496218,0.4612896017439933,6,0.2913126124515909,1757.8779049063087,0
2020-05-18,1738.6966552734375,1773.460693359375,1734.4322509765625,1752.0787353515625,464648,-13.320068359375,1.3097068843985051,0.8371206266117245,1,0.04995837495787997,1751.7937241174225,0
2020-05-19,1760.152587890625,1762.99462890625,1731.9659423828125,1738.7340087890625,88286,21.4559326171875,2.4591064453125253,1.241010302916788,1,0.04995837495787997,1784.7436523437502,0
2020-05-20,1765.6517333984375,1784.7373046875,1755.0301513671875,1760.1190185546875,67688,5.4991455078125,3.147352083822843,1.422470078509863,2,0.09966799462495582,1797.125254236666,0
2020-05-21,1717.838134765625,1773.1768798828125,1711.0091552734375,1765.538330078125,139917,-47.8135986328125,2.858520874941273,1.3502839170191374,1,0.04995837495787997,1746.4233435150377,1
2020-05-22,1747.5697021484375,1750.3837890625,1711.4754638671875,1718.8560791015625,85716,29.7315673828125,3.102600189438434,1.4116209652411127,1,0.04995837495787997,1778.5957040428218,1
2020-05-23,1784.55517578125,1788.88818359375,1747.0299072265625,1747.8023681640625,28364,36.9854736328125,3.6213565224095134,1.5306882815650165,2,0.09966799462495582,1820.7687410053452,1
2020-05-24,1745.4644775390625,1787.8992919921875,1745.4644775390625,1784.43017578125,56103,-39.0906982421875,3.5721829292469183,1.5199907559035717,1,0.04995837495787997,1781.1863068315317,1
2020-05-25,1743.6507568359375,1748.2960205078125,1736.11767578125,1745.448974609375,70188,-1.813720703125,3.4859655853500753,1.5009537645015092,2,0.09966799462495582,1778.5104126894382,0
2020-05-26,1706.785400390625,1746.6551513671875,1704.21484375,1743.650390625,86237,-36.8653564453125,2.706508733993168,1.3100903915109352,3,0.14888503362331795,1733.8504877305568,1
2020-05-27,1708.4498291015625,1714.8253173828125,1701.8670654296875,1706.785400390625,78771,1.6644287109375,2.0051516425341083,1.1003280301196294,1,0.04995837495787997,1728.5013455269036,0
2020-05-28,1715.16357421875,1718.26171875,1702.47900390625,1708.2213134765625,46271,6.7137451171875,1.5000438718867486,0.9163082804748769,2,0.09966799462495582,1730.1640129376174,0
2020-05-29,1718.3392333984375,1722.9674072265625,1691.9619140625,1715.0606689453125,63860,3.1756591796875,1.3192584733317823,0.8412475110238335,3,0.14888503362331795,1731.5318181317552,0
2020-05-30,1723.7275390625,1728.5694580078125,1710.3712158203125,1718.243896484375,95714,5.3883056640625,0.7216715188851086,0.543295632225818,4,0.197375320224904,1730.9442542513511,0
2020-05-31,1726.351318359375,1729.194580078125,1720.5364990234375,1723.7025146484375,56510,2.623779296875,0.070217321869106,0.06786173240144429,5,0.24491866240370913,1727.053491578066,0
2020-06-01,1742.95703125,1751.9207763671875,1718.9974365234375,1726.635498046875,745932,16.605712890625,-0.32740368376998014,-0.2832249169028596,6,0.2913126124515909,1739.6829944123,0
2020-06-02,1715.723876953125,1794.02783203125,1707.10009765625,1742.948486328125,141641,-27.233154296875,-0.9069656257342723,-0.6455133011460561,1,0.04995837495787997,1706.6542206957822,1
2020-06-03,1697.195068359375,1723.2939453125,1692.973876953125,1715.723876953125,205442,-18.52880859375,-1.7517590056684826,-1.012240345621917,2,0.09966799462495582,1679.6774783026901,0
2020-06-04,1713.5035400390625,1713.8167724609375,1696.8511962890625,1697.1180419921875,112489,16.3084716796875,-2.2476450525728637,-1.1779301344844058,1,0.04995837495787997,1691.027089513334,0
2020-06-05,1683.33642578125,1715.2220458984375,1681.9117431640625,1713.5035400390625,136828,-30.1671142578125,-2.92218641697017,-1.36664925774356,1,0.04995837495787997,1654.1145616115482,1
2020-06-06,1680.8505859375,1690.807861328125,1676.610107421875,1683.325439453125,5773,-2.48583984375,-3.2874084013745404,-1.455682448152948,2,0.09966799462495582,1647.9765019237545,0
2020-06-07,1682.6002197265625,1688.4234619140625,1677.2142333984375,1680.8505859375,12084,1.7496337890625,-3.7309357377819765,-1.5541230133358697,1,0.04995837495787997,1645.2908623487428,0
2020-06-08,1696.982177734375,1697.0570068359375,1679.7789306640625,1682.781982421875,44449,14.3819580078125,-3.545873105615637,-1.5142198116258148,2,0.09966799462495582,1661.5234466782185,0
2020-06-09,1714.52783203125,1715.0362548828125,1687.0919189453125,1697.2896728515625,76280,17.545654296875,-2.9283365579476004,-1.3682160685803013,3,0.14888503362331795,1685.244466451774,0
2020-06-10,1725.3184814453125,1728.732421875,1711.6214599609375,1714.55712890625,72488,10.7906494140625,-2.8347213859844844,-1.3440967818500655,4,0.197375320224904,1696.9712675854676,0
2020-06-11,1728.9234619140625,1737.247802734375,1719.65234375,1725.3486328125,144739,3.60498046875,-2.2314093338815733,-1.1729183683510593,5,0.24491866240370913,1706.6093685752467,0
2020-06-12,1733.86474609375,1734.9757080078125,1723.2845458984375,1729.090576171875,149039,4.9412841796875,-0.9454868861607252,-0.6655122728187381,6,0.2913126124515909,1724.4098772321427,0
2020-06-13,1729.5914306640625,1734.3585205078125,1722.6727294921875,1734.0111083984375,28537,-4.2733154296875,-0.26160714285715275,-0.23238641839539506,1,0.04995837495787997,1726.975359235491,0
2020-06-14,1728.4390869140625,1731.4716796875,1722.643798828125,1729.5069580078125,7043,-1.15234375,0.40104209498354787,0.3372163132871751,2,0.09966799462495582,1732.449507863898,0
2020-06-15,1721.2301025390625,1732.2647705078125,1711.01904296875,1728.4390869140625,78579,-7.208984375,0.4014959579123593,0.3375402075032128,3,0.14888503362331795,1725.245062118186,0
2020-06-16,1732.2021484375,1732.2886962890625,1719.9749755859375,1721.2237548828125,131846,10.9720458984375,0.5632524303923613,0.4467685421689146,1,0.04995837495787997,1737.8346727414237,0
2020-06-17,1731.1683349609375,1734.80712890625,1725.7303466796875,1732.19677734375,96826,-1.0338134765625,0.780528867334349,0.5769104366536049,1,0.04995837495787997,1738.973623634281,0
2020-06-18,1732.60302734375,1735.8795166015625,1724.4869384765625,1731.2471923828125,148354,1.4346923828125,1.044375587406014,0.7150924066383889,1,0.04995837495787997,1743.0467832178101,0
2020-06-19,1734.469970703125,1739.5986328125,1725.1627197265625,1733.031005859375,165888,1.866943359375,1.3985221231790332,0.8748527656735544,2,0.09966799462495582,1748.4551919349153,0
2020-06-20,1745.9195556640625,1749.8677978515625,1734.8043212890625,1734.8043212890625,55621,11.4495849609375,1.9415082200129359,1.0789224498154726,3,0.14888503362331795,1765.3346378641918,0
2020-06-21,1744.103759765625,1750.9864501953125,1740.971923828125,1745.5789794921875,33890,-1.8157958984375,2.6913239213757243,1.3059851799847133,1,0.04995837495787997,1771.0169989793822,0
2020-06-22,1747.140869140625,1754.3214111328125,1743.565673828125,1743.94970703125,278206,3.037109375,3.0528053226327683,1.3994093135867485,1,0.04995837495787997,1777.6689223669528,0
2020-06-23,1760.7041015625,1761.4898681640625,1741.325927734375,1746.9014892578125,129945,13.563232421875,3.268243454094241,1.4512023735404873,2,0.09966799462495582,1793.3865361034425,0
2020-06-24,1763.6463623046875,1773.363037109375,1754.2523193359375,1760.7923583984375,169871,2.9422607421875,3.687713760720114,1.5449449925437342,3,0.14888503362331795,1800.5234999118886,0
2020-06-25,1765.4366455078125,1769.9962158203125,1758.88623046875,1763.4488525390625,17153,1.790283203125,3.5810339447250654,1.5219247247712941,4,0.197375320224904,1801.2469849550632,0
2020-06-26,1763.06787109375,1766.298095703125,1759.2210693359375,1765.4041748046875,34409,-2.3687744140625,3.2778054144149613,1.4534401244492385,1,0.04995837495787997,1795.8459252378996,0
2020-06-27,1772.992431640625,1775.121337890625,1758.7513427734375,1763.0621337890625,182700,9.924560546875,3.020347101885558,1.391368242656149,1,0.04995837495787997,1803.1959026594807,0
2020-06-28,1770.623046875,1773.67333984375,1765.741943359375,1772.992431640625,10033,-2.369384765625,2.820195844836689,1.3403016895861661,1,0.04995837495787997,1798.825005323367,0
2020-06-29,1773.9412841796875,1781.4993896484375,1759.120849609375,1770.4495849609375,94609,3.3182373046875,2.8337464755639474,1.3438425171277268,1,0.04995837495787997,1802.278748935327,0
2020-06-30,1776.6971435546875,1781.0445556640625,1764.681396484375,1773.621337890625,89156,2.755859375,2.9677016638275204,1.3781870010687143,2,0.09966799462495582,1806.3741601929628,0
2020-07-01,1767.5555419921875,1782.4755859375,1762.0631103515625,1776.8145751953125,132227,-9.1416015625,2.9507221422697443,1.3738983830311229,1,0.04995837495787997,1797.062763414885,0
2020-07-02,1779.102783203125,1779.851806640625,1763.036865234375,1767.4996337890625,54945,11.5472412109375,3.118630132460043,1.4155206159523253,1,0.04995837495787997,1810.2890845277254,0
2020-07-03,1774.9964599609375,1781.798828125,1772.65625,1779.08203125,101298,-4.1063232421875,3.0923758370535706,1.4091256906590073,1,0.04995837495787997,1805.9202183314733,0
2020-07-04,1774.6201171875,1786.4735107421875,1770.8160400390625,1774.7645263671875,4703,-0.3763427734375,2.9742720754523053,1.3798416056643659,2,0.09966799462495582,1804.3628379420231,0
2020-07-05,1774.6156005859375,1780.309326171875,1769.2230224609375,1774.5826416015625,56022,-0.0045166015625,2.6728325635867236,1.3009631800611217,3,0.14888503362331795,1801.3439262218048,0
2020-07-06,1781.517822265625,1782.5194091796875,1773.6444091796875,1774.6156005859375,78796,6.9022216796875,2.5629601041176917,1.2705916892883995,1,0.04995837495787997,1807.147423306802,0
2020-07-07,1785.4595947265625,1787.174072265625,1777.17041015625,1781.5283203125,168949,3.9417724609375,2.418916401110172,1.2293236590889003,2,0.09966799462495582,1809.6487587376641,0
2020-07-08,1788.895751953125,1793.949951171875,1781.1602783203125,1785.4595947265625,566135,3.4361572265625,2.2649727039767056,1.183251402502546,3,0.14888503362331795,1811.545478992892,0
2020-07-09,1796.0194091796875,1803.7230224609375,1778.322509765625,1788.9884033203125,109758,7.1236572265625,2.157622877995757,1.149819490715144,4,0.197375320224904,1817.595637959645,0
