date,close,high,low,open,volume,log_return,trend_raw,trend_log,ret_run,ret_pers,trend_raw_visual,is_outlier
2020-02-07,1581.786865234375,1585.620361328125,1576.2410888671875,1582.213134765625,1305750,0.0,0.0,0.0,0,0.0,1581.786865234375,0
2020-02-08,1578.8697509765625,1587.325439453125,1567.6246337890625,1581.8441162109375,1609288,-2.9171142578125,0.0,0.0,1,0.04995837495787997,1578.8697509765625,0
2020-02-09,1578.7022705078125,1590.733154296875,1572.6181640625,1578.8800048828125,575041,-0.16748046875,0.0,0.0,2,0.09966799462495582,1578.7022705078125,0
2020-02-10,1572.435546875,1594.563720703125,1560.7193603515625,1579.3189697265625,123025,-6.2667236328125,0.0,0.0,3,0.14888503362331795,1572.435546875,0
2020-02-11,1563.4083251953125,1617.188720703125,1546.927001953125,1572.39892578125,340994,-9.0272216796875,0.0,0.0,4,0.197375320224904,1563.4083251953125,0
2020-02-12,1565.3323974609375,1573.8603515625,1547.2393798828125,1563.29150390625,171450,1.924072265625,0.0,0.0,1,0.04995837495787997,1565.3323974609375,0
2020-02-13,1580.9013671875,1581.4073486328125,1560.2008056640625,1565.3323974609375,17277,15.5689697265625,0.0,0.0,2,0.09966799462495582,1580.9013671875,0
2020-02-14,1582.0643310546875,1587.1624755859375,1578.18212890625,1581.1007080078125,5237,1.1629638671875,0.0,0.0,3,0.14888503362331795,1582.0643310546875,0
2020-02-15,1583.6197509765625,1595.717529296875,1579.4227294921875,1582.0643310546875,76684,1.555419921875,0.0,0.0,4,0.197375320224904,1583.6197509765625,0
2020-02-16,1589.98974609375,1607.036865234375,1583.177978515625,1583.5303955078125,12367,6.3699951171875,0.0,0.0,5,0.24491866240370913,1589.98974609375,0
2020-02-17,1590.1373291015625,1599.901611328125,1581.7769775390625,1592.5643310546875,10548,0.1475830078125,0.0,0.0,6,0.2913126124515909,1590.1373291015625,0
2020-02-18,1602.939697265625,1604.2567138671875,1587.2767333984375,1589.8739013671875,236567,12.8023681640625,0.0,0.0,7,0.3363755443363322,1602.939697265625,0
2020-02-19,1611.93017578125,1628.05615234375,1596.452880859375,1602.9495849609375,696504,8.990478515625,0.0,0.0,8,0.3799489622552249,1611.93017578125,0
2020-02-20,1615.976318359375,1626.18017578125,1604.4095458984375,1611.593505859375,250707,4.046142578125,0.0,0.0,9,0.4218990052500079,1615.976318359375,0
2020-02-21,1644.4837646484375,1644.9652099609375,1613.4078369140625,1616.119384765625,2276523,28.5074462890625,0.0,0.0,10,0.46211715726000974,1644.4837646484375,1
2020-02-22,1639.0880126953125,1645.294189453125,1631.15625,1644.4930419921875,826465,-5.395751953125,0.0,0.0,1,0.04995837495787997,1639.0880126953125,0
2020-02-23,1663.7578125,1669.6197509765625,1633.134521484375,1639.0880126953125,445667,24.6697998046875,0.0,0.0,1,0.04995837495787997,1663.7578125,1
2020-02-24,1654.301513671875,1685.3599853515625,1649.65380859375,1663.53369140625,980460,-9.456298828125,0.0,0.0,1,0.04995837495787997,1654.301513671875,0
2020-02-25,1637.067626953125,1665.0052490234375,1630.796630859375,1654.2275390625,973525,-17.23388671875,0.0,0.0,2,0.09966799462495582,1637.067626953125,0
2020-02-26,1647.01025390625,1666.29052734375,1620.0098876953125,1636.9635009765625,771693,9.942626953125,4.922997404399662,1.7788426390708019,1,0.04995837495787997,1696.2402279502467,0
2020-02-27,1641.4820556640625,1666.59619140625,1622.662353515625,1646.0126953125,192060,-5.5281982421875,5.102003054511241,1.808617086869777,1,0.04995837495787997,1692.5020862091749,0
2020-02-28,1579.69287109375,1653.2557373046875,1571.778564453125,1641.4971923828125,1151262,-61.7891845703125,4.262479165442928,1.6606022399399363,2,0.09966799462495582,1622.3176627481794,1
2020-02-29,1577.8896484375,1587.33251953125,1577.561279296875,1579.1822509765625,23717,-1.80322265625,3.3933127496475386,1.480083555186066,3,0.14888503362331795,1611.8227759339754,0
2020-03-01,1585.67041015625,1599.113525390625,1566.1229248046875,1577.4239501953125,283093,7.78076171875,2.537573792880663,1.2634411229300648,1,0.04995837495787997,1611.0461480850565,0
2020-03-02,1588.1905517578125,1612.4207763671875,1582.226318359375,1585.79541015625,131475,2.5201416015625,1.5553997297932336,0.9382086614355614,2,0.09966799462495582,1603.7445490557448,0
2020-03-03,1643.876708984375,1645.8900146484375,1588.0465087890625,1588.0465087890625,154581,55.6861572265625,1.3618557808094378,0.8594476578286782,3,0.14888503362331795,1657.4952667924695,1
2020-03-04,1642.8939208984375,1650.282470703125,1627.3604736328125,1646.111328125,95236,-0.9827880859375,1.2819860931625924,0.8250461572769641,1,0.04995837495787997,1655.7137818300635,0
2020-03-05,1667.5936279296875,1672.8111572265625,1478.660888671875,1643.0028076171875,327861,24.69970703125,1.4801100652020796,0.9083029403219484,1,0.04995837495787997,1682.3947285817083,1
2020-03-06,1671.6956787109375,1689.72412109375,1651.92431640625,1667.6982421875,1201058,4.10205078125,1.6327785405897461,0.9680397678198471,2,0.09966799462495582,1688.023464116835,0
2020-03-07,1675.0655517578125,1677.468017578125,1667.962890625,1671.1573486328125,463536,3.369873046875,1.801721925663793,1.0302342016138304,3,0.14888503362331795,1693.0827710144504,0
2020-03-08,1711.135009765625,1711.3892822265625,1667.570556640625,1675.0655517578125,3721048,36.0694580078125,2.3603399979441018,1.2120421587200798,4,0.197375320224904,1734.738409745066,1
2020-03-09,1673.2069091796875,1710.6343994140625,1660.39111328125,1710.6343994140625,1633873,-37.9281005859375,2.397319317581067,1.222986684637411,1,0.04995837495787997,1697.180102355498,1
2020-03-10,1651.578125,1678.6641845703125,1642.231689453125,1674.2103271484375,845953,-21.6287841796875,2.161605949688663,1.1510801104296684,2,0.09966799462495582,1673.1941844968867,1
2020-03-11,1632.7611083984375,1669.9464111328125,1628.80224609375,1651.4581298828125,859541,-18.8170166015625,1.66134354440788,0.9788310871603008,3,0.14888503362331795,1649.3745438425162,0
2020-03-12,1632.6500244140625,1793.4490966796875,1568.425048828125,1632.845703125,25149343,-0.111083984375,1.5843715122767468,0.9494823496867582,4,0.197375320224904,1648.49373953683,0
2020-03-13,1525.7442626953125,1658.731201171875,1433.16064453125,1632.0501708984375,9019585,-106.90576171875,-0.08722667263865895,-0.08363011688595948,5,0.24491866240370913,1524.8719959689258,1
2020-03-14,1590.165283203125,1646.9993896484375,1516.2664794921875,1528.6636962890625,8732370,64.4210205078125,-0.2785596804511616,-0.24573419471528457,1,0.04995837495787997,1587.3796863986133,1
2020-03-15,1570.36962890625,1597.8975830078125,1537.15576171875,1590.165283203125,4319257,-19.795654296875,-0.791332273554994,-0.5829596299107577,1,0.04995837495787997,1562.4563061707001,0
2020-03-16,1506.3104248046875,1595.3980712890625,1446.254150390625,1567.8602294921875,4387751,-64.0592041015625,-2.3651369940965665,-1.2134686737380067,2,0.09966799462495582,1482.6590548637218,1
2020-03-17,1506.808349609375,1534.2705078125,1430.6002197265625,1506.098388671875,211034,0.4979248046875,-3.5782122848625355,-1.5213085911111512,1,0.04995837495787997,1471.0262267607498,0
2020-03-18,1466.926513671875,1535.744140625,1463.146728515625,1503.7005615234375,525131,-39.8818359375,-5.2374854984140145,-1.8305771361713696,1,0.04995837495787997,1414.5516586877347,1
2020-03-19,1482.0904541015625,1504.0157470703125,1427.986083984375,1466.926513671875,1222735,15.1639404296875,-7.393260158452808,-2.127429021695569,1,0.04995837495787997,1408.1578525170344,0
2020-03-20,1471.0550537109375,1536.50390625,1408.88232421875,1481.8118896484375,1211951,-11.035400390625,-9.58838478031015,-2.3597576248747374,1,0.04995837495787997,1375.1712059078359,0
2020-03-21,1553.4210205078125,1755.97802734375,1471.0550537109375,1471.0550537109375,327036,82.365966796875,-10.323345075334817,-2.426866530477777,1,0.04995837495787997,1450.1875697544642,1
2020-03-22,1529.0479736328125,1645.4078369140625,1527.33251953125,1553.7119140625,120906,-24.373046875,-11.318204722010112,-2.5110782268710308,1,0.04995837495787997,1415.8659264127114,1
2020-03-23,1587.7000732421875,1613.2340087890625,1527.037353515625,1529.0479736328125,543741,58.652099609375,-10.506985909598216,-2.4429543213335947,1,0.04995837495787997,1482.6302141462054,1
2020-03-24,1648.3165283203125,1669.6104736328125,1576.59375,1587.938232421875,593061,60.616455078125,-8.760859301574243,-2.278380439743509,2,0.09966799462495582,1560.7079353045701,1
2020-03-25,1668.513427734375,1678.199462890625,1643.4163818359375,1648.3135986328125,537284,20.1968994140625,-6.3443644817610325,-1.9939332819560898,3,0.14888503362331795,1605.0697829167648,0
2020-03-26,1656.48974609375,1680.9549560546875,1653.31640625,1668.513427734375,121312,-12.023681640625,-4.036250477267427,-1.6166618522898444,1,0.04995837495787997,1616.1272413210756,0
2020-03-27,1661.6790771484375,1672.72802734375,1643.359375,1656.6011962890625,215696,5.1893310546875,-1.5779285861137697,-0.9469862028585875,1,0.04995837495787997,1645.8997912872999,0
2020-03-28,1661.507080078125,1679.532470703125,1640.017822265625,1661.716552734375,113066,-0.1719970703125,1.4675839990601223,0.9032395339183666,1,0.04995837495787997,1676.1829200687262,0
2020-03-29,1682.9617919921875,1686.336669921875,1655.6485595703125,1661.8035888671875,159853,21.4547119140625,4.295356188322367,1.6668302455959048,1,0.04995837495787997,1725.9153538754113,0
2020-03-30,1660.0975341796875,1692.0439453125,1636.4990234375,1682.09375,326093,-22.8642578125,6.440320007783123,2.0069138597188263,1,0.04995837495787997,1724.5007342575186,1
2020-03-31,1626.8544921875,1678.4959716796875,1619.30029296875,1659.930908203125,256349,-33.2430419921875,7.800461297286187,2.1748041402564304,2,0.09966799462495582,1704.8591051603619,1
2020-04-01,1634.1783447265625,1646.2789306640625,1599.59326171875,1626.8544921875,291505,7.3238525390625,9.272357223625493,2.3294565227862107,1,0.04995837495787997,1726.9019169628175,0
2020-04-02,1637.3074951171875,1640.072509765625,1603.206298828125,1630.3458251953125,290954,3.129150390625,9.098671361019715,2.312403866780073,2,0.09966799462495582,1728.2942087273846,0
2020-04-03,1641.2127685546875,1642.392333984375,1626.168701171875,1637.6021728515625,94262,3.9052734375,9.830184867686825,2.382337130829058,3,0.14888503362331795,1739.5146172315558,0
2020-04-04,1659.0482177734375,1679.9879150390625,1630.7646484375,1640.999267578125,289496,17.83544921875,10.427164407601028,2.4359933637044664,4,0.197375320224904,1763.3198618494478,0
2020-04-05,1662.0889892578125,1664.9295654296875,1649.9385986328125,1658.947509765625,60460,3.040771484375,9.922771161301686,2.3908497074727353,5,0.24491866240370913,1761.3167008708294,0
2020-04-06,1684.4415283203125,1686.573486328125,1639.169677734375,1662.4044189453125,343989,22.3525390625,9.511308391829184,2.3524516673241567,6,0.2913126124515909,1779.5546122386042,0
2020-04-07,1665.1243896484375,1690.3631591796875,1661.2264404296875,1684.4830322265625,480020,-19.317138671875,7.927055737488266,2.18908663587531,1,0.04995837495787997,1744.3949470233201,0
2020-04-08,1663.8798828125,1677.83154296875,1648.0616455078125,1665.28076171875,50825,-1.2445068359375,6.266413133664233,1.983262790655548,2,0.09966799462495582,1726.5440141491424,0
2020-04-09,1672.2393798828125,1683.175537109375,1658.4122314453125,1663.10693359375,232540,8.3594970703125,4.277581190525145,1.6634678848996227,1,0.04995837495787997,1715.015191788064,0
2020-04-10,1667.00390625,1690.2098388671875,1665.311767578125,1672.353759765625,92712,-5.2354736328125,3.2119392108200095,1.437923161788666,1,0.04995837495787997,1699.1232983582001,0
2020-04-11,1664.6942138671875,1679.13134765625,1651.6197509765625,1667.00390625,493407,-2.3096923828125,1.5576627114661596,0.9390938381165368,2,0.09966799462495582,1680.270840981849,0
2020-04-12,1671.8013916015625,1690.3648681640625,1651.7744140625,1664.245361328125,94726,7.107177734375,0.7270237972862054,0.5463995786215473,1,0.04995837495787997,1679.0716295744246,0
2020-04-13,1706.6383056640625,1715.6986083984375,1659.375,1670.3131103515625,773178,34.8369140625,1.2246888583763744,0.7996170669078619,2,0.09966799462495582,1718.8851942478263,1
2020-04-14,1717.8123779296875,1728.00244140625,1701.62744140625,1706.6383056640625,723344,11.174072265625,2.1131800142446204,1.1356447164000474,3,0.14888503362331795,1738.9441780721338,0
2020-04-15,1707.1798095703125,1722.556396484375,1697.5675048828125,1717.6883544921875,244578,-10.632568359375,2.58579597186323,1.2769804778206555,1,0.04995837495787997,1733.037769288945,0
2020-04-16,1700.46923828125,1721.1842041015625,1690.7117919921875,1706.9808349609375,840639,-6.7105712890625,2.96825777211581,1.3783271500434384,2,0.09966799462495582,1730.1518160024082,0
2020-04-17,1686.729248046875,1717.4481201171875,1681.265869140625,1699.7315673828125,300855,-13.739990234375,3.0933871850035377,1.4093727899098376,3,0.14888503362331795,1717.6631198969103,0
2020-04-18,1672.864013671875,1693.185791015625,1661.361328125,1686.729248046875,457081,-13.865234375,3.3212723581414396,1.4635498862389098,4,0.197375320224904,1706.0767372532894,0
2020-04-19,1673.0228271484375,1697.80810546875,1659.21337890625,1672.444091796875,628796,0.1588134765625,3.205596327243877,1.4364160972213782,1,0.04995837495787997,1705.0787904208762,0
2020-04-20,1676.6856689453125,1697.1279296875,1667.1866455078125,1672.7822265625,319274,3.662841796875,2.59791994023145,1.2803558840944127,2,0.09966799462495582,1702.664868347627,0
2020-04-21,1662.3787841796875,1688.5528564453125,1657.0787353515625,1677.4298095703125,63748,-14.306884765625,1.8265651616835303,1.0390622507091605,1,0.04995837495787997,1680.6444357965229,0
2020-04-22,1694.3394775390625,1708.7626953125,1661.996826171875,1662.5885009765625,93131,31.960693359375,1.5187926787182644,0.9237796909735749,1,0.04995837495787997,1709.5274043262452,1
2020-04-23,1713.2208251953125,1724.668701171875,1693.6226806640625,1694.2900390625,897240,18.88134765625,1.4566535662887468,0.8988000849363176,2,0.09966799462495582,1727.7873608582,0
2020-04-24,1734.6575927734375,1750.829345703125,1712.7972412109375,1713.0904541015625,1705224,21.436767578125,1.8740835548343404,1.0557338598975372,3,0.14888503362331795,1753.398428321781,0
2020-04-25,1752.6944580078125,1753.3614501953125,1721.7259521484375,1734.6776123046875,1243034,18.036865234375,2.483496919789676,1.2480366512590468,4,0.197375320224904,1777.5294272057092,0
2020-04-26,1752.06298828125,1773.0748291015625,1737.4537353515625,1752.844482421875,808083,-0.6314697265625,3.3005752907659787,1.4587488023008544,1,0.04995837495787997,1785.0687411889098,0
