,date,close,high,low,open,volume,log_returns,simple_returns,zscore_rolling_28,volatility_rolling_28,ema_9,ema_21
0,2020-02-07,1581.786865234375,1585.620361328125,1576.2410888671875,1582.213134765625,1305750,0.0,0.0,0.0,0.0,1581.786865234375,1581.786865234375
1,2020-02-08,1578.8697509765625,1587.325439453125,1567.6246337890625,1581.8441162109375,1609288,-0.0018458918132042133,-0.0018441892026839213,0.0,0.0,1581.2034423828127,1581.5216730291193
2,2020-02-09,1578.7022705078125,1590.733154296875,1572.6181640625,1578.8800048828125,575041,-0.00010608180447984098,-0.00010607617800417746,0.0,0.0,1580.7032080078127,1581.2653637090004
3,2020-02-10,1572.435546875,1594.563720703125,1560.7193603515625,1579.3189697265625,123025,-0.003977440694525961,-0.003969541154075107,0.0,0.0,1579.0496757812502,1580.4626530877276
4,2020-02-11,1563.4083251953125,1617.188720703125,1546.927001953125,1572.39892578125,340994,-0.0057574592259037,-0.00574091682016975,0.0,0.0,1575.9214056640628,1578.9122596429625
5,2020-02-12,1565.3323974609375,1573.8603515625,1547.2393798828125,1563.29150390625,171450,0.0012299341356370277,0.0012306908148160822,0.0,0.0,1573.8036040234379,1577.6777267173238
6,2020-02-13,1580.9013671875,1581.4073486328125,1560.2008056640625,1565.3323974609375,17277,0.009896973952239922,0.00994611096775122,0.0,0.0,1575.2231566562505,1577.9707849418853
7,2020-02-14,1582.0643310546875,1587.1624755859375,1578.18212890625,1581.1007080078125,5237,0.0007353629666237283,0.0007356334122579078,0.0,0.0,1576.5913915359379,1578.3429254975945
8,2020-02-15,1583.6197509765625,1595.717529296875,1579.4227294921875,1582.0643310546875,76684,0.0009826754702845593,0.0009831584540169747,0.0,0.0,1577.9970634240628,1578.8226369047734
9,2020-02-16,1589.98974609375,1607.036865234375,1583.177978515625,1583.5303955078125,12367,0.004014358841236891,0.004022427172469589,0.0,0.0,1580.3955999580003,1579.8378286492257
10,2020-02-17,1590.1373291015625,1599.901611328125,1581.7769775390625,1592.5643310546875,10548,9.281579284640772e-05,9.282010036537613e-05,0.0,0.0,1582.3439457867128,1580.7741468721654
11,2020-02-18,1602.939697265625,1604.2567138671875,1587.2767333984375,1589.8739013671875,236567,0.008018871239294935,0.008051108498469128,0.0,0.0,1586.4630960824954,1582.7891969079344
12,2020-02-19,1611.93017578125,1628.05615234375,1596.452880859375,1602.9495849609375,696504,0.005593073628280508,0.005608744066268656,0.0,0.0,1591.5565120222466,1585.4383768055086
13,2020-02-20,1615.976318359375,1626.18017578125,1604.4095458984375,1611.593505859375,250707,0.002506977636815377,0.0025101227329304976,0.0,0.0,1596.4404732896724,1588.2145533104056
14,2020-02-21,1644.4837646484375,1644.9652099609375,1613.4078369140625,1616.119384765625,2276523,0.01748720857190795,0.01764100498576915,0.0,0.0,1606.0491315614254,1593.3299361593174
15,2020-02-22,1639.0880126953125,1645.294189453125,1631.15625,1644.4930419921875,826465,-0.0032865167419619174,-0.0032811220573396582,0.0,0.0,1612.656907788203,1597.4897612989532
16,2020-02-23,1663.7578125,1669.6197509765625,1633.134521484375,1639.0880126953125,445667,0.014938789092778314,0.015050930525762674,0.0,0.0,1622.8770887305625,1603.5141295899575
17,2020-02-24,1654.301513671875,1685.3599853515625,1649.65380859375,1663.53369140625,980460,-0.005699912810882119,-0.005683699128009367,0.0,0.0,1629.161973718825,1608.1311645064955
18,2020-02-25,1637.067626953125,1665.0052490234375,1630.796630859375,1654.2275390625,973525,-0.010472264570207012,-0.010417621320129133,0.0,0.0,1630.7431043656852,1610.7617520016436
19,2020-02-26,1647.01025390625,1666.29052734375,1620.0098876953125,1636.9635009765625,771693,0.006055067931834873,0.00607343691209028,0.0,0.0,1633.9965342737983,1614.0570703566077
20,2020-02-27,1641.4820556640625,1666.59619140625,1622.662353515625,1646.0126953125,192060,-0.0033621507544277945,-0.003356505054583736,0.0,0.0,1635.4936385518513,1616.5502508391035
21,2020-02-28,1579.69287109375,1653.2557373046875,1571.778564453125,1641.4971923828125,1151262,-0.038369083470097536,-0.03764231497816506,0.0,0.0,1624.3334850602312,1613.1995799531621
22,2020-02-29,1577.8896484375,1587.33251953125,1577.561279296875,1579.1822509765625,23717,-0.0011421540631947368,-0.0011415020534981668,0.0,0.0,1615.044717735685,1609.989586179011
23,2020-03-01,1585.67041015625,1599.113525390625,1566.1229248046875,1577.4239501953125,283093,0.004919000912649666,0.00493111905921606,0.0,0.0,1609.1698562197982,1607.7787519951237
24,2020-03-02,1588.1905517578125,1612.4207763671875,1582.226318359375,1585.79541015625,131475,0.0015880608265078718,0.0015893224628655833,0.0,0.0,1604.9739953274013,1605.9980065190043
25,2020-03-03,1643.876708984375,1645.8900146484375,1588.0465087890625,1588.0465087890625,154581,0.034461948850857495,0.035062642303802294,0.0,0.0,1612.7545380587962,1609.441524924947
26,2020-03-04,1642.8939208984375,1650.282470703125,1627.3604736328125,1646.111328125,95236,-0.0005980265895600532,-0.0005978478072997673,0.0,0.0,1618.7824146267246,1612.482651831628
27,2020-03-05,1667.5936279296875,1672.8111572265625,1478.660888671875,1643.0028076171875,327861,0.014922373217688557,0.01503426771324512,1.1171504583273804,0.185235133877722,1628.5446572873172,1617.4927405678152
28,2020-03-06,1671.6956787109375,1689.72412109375,1651.92431640625,1667.6982421875,1201058,0.0024568418414351767,0.002459862350483233,0.04136314611215526,0.18515130353557818,1637.1748615720414,1622.420280399008
29,2020-03-07,1675.0655517578125,1677.468017578125,1667.962890625,1671.1573486328125,463536,0.0020138121327899976,0.0020158412142774473,-0.008456848533898392,0.18478332910283274,1644.7529996091957,1627.2062141588995
30,2020-03-08,1711.135009765625,1711.3892822265625,1667.570556640625,1675.0655517578125,3721048,0.021304598842915128,0.021533162072350676,1.5153076014529163,0.19305014079708674,1658.0294016404816,1634.8361046686018
31,2020-03-09,1673.2069091796875,1710.6343994140625,1660.39111328125,1710.6343994140625,1633873,-0.022414808833719154,-0.022165463490302018,-1.8969758047283076,0.20613901826889622,1661.0649031483229,1638.324359624155
32,2020-03-10,1651.578125,1678.6641845703125,1642.231689453125,1674.2103271484375,845953,-0.013010819688550205,-0.012926544864849565,-1.1330399649031215,0.2097408466781128,1659.1675475186585,1639.5292473855955
33,2020-03-11,1632.7611083984375,1669.9464111328125,1628.80224609375,1651.4581298828125,859541,-0.011458756942133571,-0.011393355431831287,-0.9642811738656129,0.21343641585592693,1653.8862596946144,1638.9139620231265
34,2020-03-12,1632.6500244140625,1793.4490966796875,1568.425048828125,1632.845703125,25149343,-6.803675243321576e-05,-6.80344379858644e-05,-0.09126383072759103,0.21192415646511747,1649.639012638504,1638.3445131495753
35,2020-03-13,1525.7442626953125,1658.731201171875,1433.16064453125,1632.0501708984375,9019585,-0.06772214439741281,-0.0654799008483874,-3.5938535816589554,0.29341899769830054,1624.8600626498658,1628.1081267446423
36,2020-03-14,1590.165283203125,1646.9993896484375,1516.2664794921875,1528.6636962890625,8732370,0.041355630411889485,0.04222268572978871,2.0493102004802797,0.3192107101905296,1617.9211067605177,1624.658777331777
37,2020-03-15,1570.36962890625,1597.8975830078125,1537.15576171875,1590.165283203125,4319257,-0.012526938454899505,-0.012448802967827244,-0.5973433268113818,0.3211209637040747,1608.4108111896642,1619.7234002021835
38,2020-03-16,1506.3104248046875,1595.3980712890625,1446.254150390625,1567.8602294921875,4387751,-0.04164779056961038,-0.04079243696668999,-1.8365389691575187,0.34327284740255126,1587.990733912669,1609.413129711502
39,2020-03-17,1506.808349609375,1534.2705078125,1430.6002197265625,1506.098388671875,211034,0.0003305046010454444,0.00033055922370861524,0.1178606997675133,0.34201145795223553,1571.7542570520102,1600.0854224294906
40,2020-03-18,1466.926513671875,1535.744140625,1463.146728515625,1503.7005615234375,525131,-0.026824333129872646,-0.02646775613357799,-1.0681413050156192,0.3486252535746913,1550.788708375983,1587.9800670878892
41,2020-03-19,1482.0904541015625,1504.0157470703125,1427.986083984375,1466.926513671875,1222735,0.010284155191297679,0.010337218864311382,0.605584058358044,0.35055201387115287,1537.049057521099,1578.3537386345868
42,2020-03-20,1471.0550537109375,1536.50390625,1408.88232421875,1481.8118896484375,1211951,-0.007473693204467122,-0.007445834604821511,-0.16072830435216406,0.3450350074799814,1523.8502567590667,1568.5993127324368
43,2020-03-21,1553.4210205078125,1755.97802734375,1471.0550537109375,1471.0550537109375,327036,0.05447974188373472,0.055991083806887776,2.321430457483896,0.3856557528260323,1529.764409508816,1567.2194679847437
44,2020-03-22,1529.0479736328125,1645.4078369140625,1527.33251953125,1553.7119140625,120906,-0.01581430656949169,-0.015689916998182785,-0.5288302008777472,0.38419713489589125,1529.6211223336154,1563.749332134568
45,2020-03-23,1587.7000732421875,1613.2340087890625,1527.037353515625,1529.0479736328125,543741,0.03764117195497511,0.0383585738451524,1.5433494633120404,0.40226293245823613,1541.23691251533,1565.9266722352606
46,2020-03-24,1648.3165283203125,1669.6104736328125,1576.59375,1587.938232421875,593061,0.03746800696775581,0.038178782063253536,1.416620857867711,0.41712204750092935,1562.6528356763265,1573.4166591520834
47,2020-03-25,1668.513427734375,1678.199462890625,1643.4163818359375,1648.3135986328125,537284,0.012178585764883914,0.0122530467098112,0.44462024137493666,0.4182782324163249,1583.8249540879362,1582.0618199322917
48,2020-03-26,1656.48974609375,1680.9549560546875,1653.31640625,1668.513427734375,121312,-0.007232314329692433,-0.007206224079929435,-0.28649264511065753,0.4187519056050184,1598.3579124890991,1588.8279950378787
49,2020-03-27,1661.6790771484375,1672.72802734375,1643.359375,1656.6011962890625,215696,0.0031278307776752305,0.0031327275444503755,0.05218875649818818,0.4017402663136723,1611.0221454209668,1595.4508206842931
50,2020-03-28,1661.507080078125,1679.532470703125,1640.017822265625,1661.716552734375,113066,-0.0001035133527456028,-0.00010350799542335754,-0.0769723996491731,0.401683291118463,1621.1191323523985,1601.4559351746414
51,2020-03-29,1682.9617919921875,1686.336669921875,1655.6485595703125,1661.8035888671875,159853,0.012830142568830976,0.012912801980388577,0.4217190755828429,0.40290257178087807,1633.4876642803565,1608.865558521691
52,2020-03-30,1660.0975341796875,1692.0439453125,1636.4990234375,1682.09375,326093,-0.013678856456689271,-0.013585726022594224,-0.5972817913990233,0.40558759434762603,1638.8096382602228,1613.523010854236
53,2020-03-31,1626.8544921875,1678.4959716796875,1619.30029296875,1659.930908203125,256349,-0.020227965132434682,-0.020024752346020525,-0.7927636757412355,0.397606127754246,1636.4186090456783,1614.7349637027144
54,2020-04-01,1634.1783447265625,1646.2789306640625,1599.59326171875,1626.8544921875,291505,0.004491745541385492,0.004501848551442755,0.186797900024793,0.39786269887942055,1635.9705561818553,1616.5025437957913
55,2020-04-02,1637.3074951171875,1640.072509765625,1603.206298828125,1630.3458251953125,290954,0.0019129848014489972,0.0019148157241972719,0.10312134684018505,0.3952526824127001,1636.2379439689219,1618.3939030068273
56,2020-04-03,1641.2127685546875,1642.392333984375,1626.168701171875,1637.6021728515625,94262,0.002382340184270929,0.002385180211503579,0.12208051261440178,0.39524746501614855,1637.2329088860752,1620.4683453293599
57,2020-04-04,1659.0482177734375,1679.9879150390625,1630.7646484375,1640.999267578125,289496,0.01080861357904983,0.010867237667457674,0.44633324169976196,0.3966291464500925,1641.5959706635476,1623.9756064606397
58,2020-04-05,1662.0889892578125,1664.9295654296875,1649.9385986328125,1658.947509765625,60460,0.0018311633302110649,0.0018328409336143547,0.11646090189769238,0.3911747851589139,1645.6945743824008,1627.4404594422008
59,2020-04-06,1684.4415283203125,1686.573486328125,1639.169677734375,1662.4044189453125,343989,0.013358833191972747,0.013448461067347095,0.5371099553288998,0.3877621397271824,1653.4439651699831,1632.6223747947563
60,2020-04-07,1665.1243896484375,1690.3631591796875,1661.2264404296875,1684.4830322265625,480020,-0.011534242528823494,-0.011467978167896131,-0.4846784159880171,0.3873322086782319,1655.780050065674,1635.577103417818
61,2020-04-08,1663.8798828125,1677.83154296875,1648.0616455078125,1665.28076171875,50825,-0.000747675155726157,-0.0007473957163045553,-0.0585256354155371,0.3856895386375841,1657.4000166150392,1638.150083362789
62,2020-04-09,1672.2393798828125,1683.175537109375,1658.4122314453125,1663.10693359375,232540,0.0050115202173649205,0.00502409888878641,0.17095940020103123,0.3858917891903906,1660.367889268594,1641.2491103191546
63,2020-04-10,1667.00390625,1690.2098388671875,1665.311767578125,1672.353759765625,92712,-0.003135727153810047,-0.003130815896214223,-0.3079715563076838,0.32463637744614815,1661.6950926648751,1643.5904554037768
64,2020-04-11,1664.6942138671875,1679.13134765625,1651.6197509765625,1667.00390625,493407,-0.0013864958165767252,-0.0013855350753245732,-0.1583001729795719,0.30308290286248885,1662.2949169053377,1645.5089789004505
65,2020-04-12,1671.8013916015625,1690.3648681640625,1651.7744140625,1664.245361328125,94726,0.00426027144904814,0.0042693593064546675,0.10713196016982275,0.3000423212608409,1664.1962118445829,1647.8991982369153
66,2020-04-13,1706.6383056640625,1715.6986083984375,1659.375,1670.3131103515625,773178,0.02062380979054006,0.020837950152156948,0.9401784412102471,0.27292963757376176,1672.684630608479,1653.2391170939286
67,2020-04-14,1717.8123779296875,1728.00244140625,1701.62744140625,1706.6383056640625,723344,0.006526075541085258,0.00654741677163817,0.10742870808897817,0.2726962832940943,1681.7101800727207,1659.109413533543
68,2020-04-15,1707.1798095703125,1722.556396484375,1697.5675048828125,1717.6883544921875,244578,-0.0062088331500070515,-0.006189598174970334,-0.7164155438111803,0.2576059247351143,1686.8041059722393,1663.4794495368856
69,2020-04-16,1700.46923828125,1721.1842041015625,1690.7117919921875,1706.9808349609375,840639,-0.003938539367998974,-0.003930793494301921,-0.5431300283285756,0.258592924254245,1689.5371324340415,1666.842157604555
70,2020-04-17,1686.729248046875,1717.4481201171875,1681.265869140625,1699.7315673828125,300855,-0.008112937965298593,-0.008080116902474899,-0.7971167323521919,0.258875117730117,1688.9755555566082,1668.6500749174932
71,2020-04-18,1672.864013671875,1693.185791015625,1661.361328125,1686.729248046875,457081,-0.008254161748768286,-0.00822018969022742,-0.8141327635468892,0.21253138738784969,1685.7532471796617,1669.0331602588005
72,2020-04-19,1673.0228271484375,1697.80810546875,1659.21337890625,1672.444091796875,628796,9.493057251323407e-05,9.493507856261907e-05,-0.24135821675831787,0.20513378138378213,1683.207163173417,1669.3958572487675
73,2020-04-20,1676.6856689453125,1697.1279296875,1667.1866455078125,1672.7822265625,319274,0.002186962394509522,0.0021893555410228416,0.021575668452742423,0.1761196599945896,1681.9028643277961,1670.0585674029987
74,2020-04-21,1662.3787841796875,1688.5528564453125,1657.0787353515625,1677.4298095703125,63748,-0.008569449628238444,-0.008532836554048018,-0.9965462340860672,0.14134021937763422,1677.9980482981746,1669.3604052917885
75,2020-04-22,1694.3394775390625,1708.7626953125,1661.996826171875,1662.5885009765625,93131,0.019043396998436515,0.019225879001545598,1.9860533201224861,0.14782901472374424,1681.2663341463522,1671.6312300415407
76,2020-04-23,1713.2208251953125,1724.668701171875,1693.6226806640625,1694.2900390625,897240,0.011082146297926433,0.011143780751466714,1.0526036200623248,0.1489944006010184,1687.6572323561443,1675.412102328247
77,2020-04-24,1734.6575927734375,1750.829345703125,1712.7972412109375,1713.0904541015625,1705224,0.01243491863942089,0.012512553701698792,1.1341999355648245,0.15255689262016459,1697.057304439603,1680.7980560050826
78,2020-04-25,1752.6944580078125,1753.3614501953125,1721.7259521484375,1734.6776123046875,1243034,0.01034425306394317,0.010397939806401135,0.8660147448747186,0.15463755629647635,1708.1847351532451,1687.3340925507853
79,2020-04-26,1752.06298828125,1773.0748291015625,1737.4537353515625,1752.844482421875,808083,-0.0003603500345305461,-0.0003602851162548548,-0.1888459636271853,0.15109454977349873,1716.960385778846,1693.218537617191
80,2020-04-27,1734.4361572265625,1761.074951171875,1713.0572509765625,1752.06298828125,1879259,-0.010111564927956493,-0.010060614927993594,-1.2505118691793864,0.14822074235812033,1720.4555400683894,1696.9655939453157
81,2020-04-28,1733.1156005859375,1745.6666259765625,1713.3026123046875,1734.929931640625,1240842,-0.0007616651728363713,-0.0007613751795492174,-0.3613088370920401,0.1327481925417326,1722.987552171899,1700.2519581853721
82,2020-04-29,1741.20263671875,2040.3658447265625,1710.427734375,1732.04150390625,12952071,0.004655331023642874,0.004666183911839594,0.28572130835382165,0.13277381945209785,1726.6305690812694,1703.9747471429519
83,2020-04-30,1708.8255615234375,1758.4766845703125,1646.70654296875,1739.4744873046875,300792,-0.01876971657755886,-0.018594662397437123,-2.198778193941919,0.14653538242457992,1723.0695675697032,1704.4157302684505
84,2020-05-01,1695.615966796875,1714.8671875,1676.4525146484375,1708.8255615234375,194932,-0.007760251370694257,-0.007730218358148799,-0.9506873105746486,0.1490276045562712,1717.5788474151377,1703.6157517710344
85,2020-05-02,1704.5833740234375,1717.836669921875,1687.4381103515625,1695.6629638671875,371934,0.005274648406502015,0.005288583855165285,0.46620182552265693,0.1466777392863483,1714.9797527367978,1703.7037174303437
86,2020-05-03,1692.6104736328125,1704.8182373046875,1678.8377685546875,1704.6783447265625,245043,-0.0070487293336096764,-0.007023945307154222,-0.8228193312183791,0.14852798967360625,1710.505896916001,1702.6952407214771
87,2020-05-04,1700.7659912109375,1709.8187255859375,1683.9326171875,1692.7332763671875,224865,0.004806736514612396,0.004818307404550692,0.49188605740204966,0.14401011523206814,1708.5579157749883,1702.5198544023372
88,2020-05-05,1704.31787109375,1707.990234375,1687.7608642578125,1700.8785400390625,86009,0.0020862224336834607,0.002088400109813815,0.14293734115520576,0.13941540870703922,1707.7099068387408,1702.6833104651928
89,2020-05-06,1697.5130615234375,1708.1365966796875,1684.398681640625,1704.31787109375,552051,-0.004000680093316558,-0.003992688034154979,-0.5343907724031233,0.14007471242089295,1705.6705377756803,1702.213287834124
90,2020-05-07,1701.8365478515625,1729.6778564453125,1676.1317138671875,1697.5130615234375,600975,0.002543715213908136,0.002546953202377633,0.2180346237594534,0.13958120238989744,1704.903739790857,1702.1790387448002
91,2020-05-08,1708.8211669921875,1739.603759765625,1699.36279296875,1701.8365478515625,312368,0.004095766558054956,0.00410416567292704,0.3655128517937878,0.1394525921693566,1705.6872252311232,1702.7828685854718
92,2020-05-09,1727.0924072265625,1741.8170166015625,1687.98828125,1707.776123046875,92170,0.010635548344555405,0.010692306829587883,1.0408720015939235,0.14216125850511763,1709.9682616302111,1704.9928266437528
93,2020-05-10,1694.9862060546875,1727.9500732421875,1670.5777587890625,1726.117431640625,293326,-0.018764702323780354,-0.01858974136967717,-1.9902967407261063,0.15358961176324826,1706.9718505151066,1704.0831338629287
94,2020-05-11,1691.93798828125,1709.9423828125,1679.48974609375,1694.4991455078125,135695,-0.0017999922180406698,-0.0017983732035983246,-0.1680931063084893,0.14081112208277458,1703.9650780683353,1702.9790297191396
95,2020-05-12,1696.267333984375,1708.6129150390625,1682.1527099609375,1692.9678955078125,91540,0.002555540557618494,0.002558808734782758,0.341965784728146,0.13955677518339393,1702.4255292515434,1702.3688755614337
96,2020-05-13,1713.83056640625,1721.1490478515625,1682.3529052734375,1695.8255615234375,64264,0.010300811432812597,0.010354047425190194,1.136973800208621,0.1418818242550688,1704.7065366824847,1703.410847456417
97,2020-05-14,1713.97705078125,1733.5267333984375,1695.483642578125,1713.83056640625,181208,8.546825927735984e-05,8.54719117930891e-05,-0.02213904235984284,0.14133522556218092,1706.5606395022378,1704.3714113950382
98,2020-05-15,1719.720947265625,1755.36328125,1708.9534912109375,1715.505126953125,427687,0.0033456068910554717,0.003351209680291234,0.30258770414602104,0.1392247104910782,1709.1927010549152,1705.7668237469097
99,2020-05-16,1735.1080322265625,1760.3499755859375,1707.05322265625,1720.1728515625,364749,0.008907640172164822,0.008947431259358263,0.8715655640387728,0.13847770544569038,1714.3757672892448,1708.434206335969
100,2020-05-17,1752.0167236328125,1757.6922607421875,1734.2109375,1735.58544921875,170719,0.009697860047806546,0.00974503667333737,0.9089327836421847,0.14059609700271844,1721.9039585579585,1712.396253362955
101,2020-05-18,1738.6966552734375,1773.460693359375,1734.4322509765625,1752.0787353515625,464648,-0.007631754065291604,-0.007602706172664675,-0.9897468066832183,0.1432083476261842,1725.2624979010543,1714.7871989911805
102,2020-05-19,1760.152587890625,1762.99462890625,1731.9659423828125,1738.7340087890625,88286,0.012264719101293916,0.012340239197051517,1.1314321668947598,0.14344196354403793,1732.2405158989686,1718.9113252547663
103,2020-05-20,1765.6517333984375,1784.7373046875,1755.0301513671875,1760.1190185546875,67688,0.0031193733207043567,0.0031242436284473207,0.19540178779209771,0.13380154410662418,1738.9227593988626,1723.1604532678273
104,2020-05-21,1717.838134765625,1773.1768798828125,1711.0091552734375,1765.538330078125,139917,-0.02745327440387274,-0.027079858235000476,-2.815670378195943,0.15532114458152893,1734.7058344722152,1722.6766061312635
105,2020-05-22,1747.5697021484375,1750.3837890625,1711.4754638671875,1718.8560791015625,85716,0.01715947923659891,0.017307548820290286,1.6838687066084423,0.15927238719038206,1737.2786080074598,1724.9396148600974
106,2020-05-23,1784.55517578125,1788.88818359375,1747.0299072265625,1747.8023681640625,28364,0.020943101822222355,0.021163947616706258,1.9167323901502487,0.16812360157498416,1746.7339215622178,1730.3592113074749
107,2020-05-24,1745.4644775390625,1787.8992919921875,1745.4644775390625,1784.43017578125,56103,-0.022148486456885497,-0.021905009591577485,-1.9301686112167846,0.18105003373407452,1746.4800327575867,1731.7324173285283
108,2020-05-25,1743.6507568359375,1748.2960205078125,1736.11767578125,1745.448974609375,70188,-0.0010396451505076442,-0.0010391049067249858,-0.10928472125036813,0.1785054639699833,1745.9141775732571,1732.8159027382926
109,2020-05-26,1706.785400390625,1746.6551513671875,1704.21484375,1743.650390625,86237,-0.02136933282065209,-0.021142626354952565,-1.74450605185085,0.18947957044812477,1738.0884221367307,1730.449493433959
110,2020-05-27,1708.4498291015625,1714.8253173828125,1701.8670654296875,1706.785400390625,78771,0.000974708171395792,0.0009751833537809951,0.13891992785541102,0.18887941108527992,1732.1607035296972,1728.4495239491957
