,date,close,high,low,open,volume,log_returns,simple_returns,zscore_rolling_28,volatility_rolling_28,ema_9,ema_21
111,2020-05-28,1715.16357421875,1718.26171875,1702.47900390625,1708.2213134765625,46271,0.003922027946698704,0.00392972916314327,0.33241536566419577,0.1809824738630265,1728.7612776675078,1727.241710337337
112,2020-05-29,1718.3392333984375,1722.9674072265625,1691.9619140625,1715.0606689453125,63860,0.0018498077695922649,0.0018515197194144406,0.12160128893493972,0.1794182323962018,1726.6768688136938,1726.4323942519825
113,2020-05-30,1723.7275390625,1728.5694580078125,1710.3712158203125,1718.243896484375,95714,0.003130857372460153,0.0031357636253266374,0.2422671880213659,0.17901283266050938,1726.0870028634552,1726.1864983256658
114,2020-05-31,1726.351318359375,1729.194580078125,1720.5364990234375,1723.7025146484375,56510,0.001520997003913944,0.0015221543065337961,0.07295149508443828,0.17757849020970792,1726.1398659626393,1726.2014819650938
115,2020-06-01,1742.95703125,1751.9207763671875,1718.9974365234375,1726.635498046875,745932,0.009572997285032908,0.00961896498935455,0.770855603040699,0.17911777738047846,1729.5032990201116,1727.724713718267
116,2020-06-02,1715.723876953125,1794.02783203125,1707.10009765625,1742.948486328125,141641,-0.01574803680211383,-0.015624684836518354,-1.3671704449112614,0.18561982440284483,1726.7474146067143,1726.6337285577995
117,2020-06-03,1697.195068359375,1723.2939453125,1692.973876953125,1715.723876953125,205442,-0.010858148660956213,-0.010799411748383725,-0.915740211016901,0.1881118125404986,1720.8369453572466,1723.957486721579
118,2020-06-04,1713.5035400390625,1713.8167724609375,1696.8511962890625,1697.1180419921875,112489,0.009563199709286875,0.009609073219528197,0.7782320262971749,0.19009450369423211,1719.3702642936098,1723.0071279322592
119,2020-06-05,1683.33642578125,1715.2220458984375,1681.9117431640625,1713.5035400390625,136828,-0.017762336584837956,-0.01760551615617012,-1.388822040090973,0.19689306657707978,1712.163496591138,1719.4007004639857
120,2020-06-06,1680.8505859375,1690.807861328125,1676.610107421875,1683.325439453125,5773,-0.0014778252739856056,-0.0014767338279371156,-0.04163190386640196,0.19391835191368129,1705.9009144604106,1715.8961445979414
121,2020-06-07,1682.6002197265625,1688.4234619140625,1677.2142333984375,1680.8505859375,12084,0.0010403802808304657,0.001040921664126726,0.1110388237659765,0.18618404436221855,1701.240775513641,1712.8692423369068
122,2020-06-08,1696.982177734375,1697.0570068359375,1679.7789306640625,1682.781982421875,44449,0.00851113725586269,0.008547459960601689,0.7101182558099575,0.18788756047288235,1700.3890559577878,1711.4249637366765
123,2020-06-09,1714.52783203125,1715.0362548828125,1687.0919189453125,1697.2896728515625,76280,0.010286242133525011,0.010339327381917451,0.8267646205486996,0.19016102448901306,1703.2168111724804,1711.7070426725468
124,2020-06-10,1725.3184814453125,1728.732421875,1711.6214599609375,1714.55712890625,72488,0.00627393425521259,0.006293656604733355,0.5079026144836483,0.18863462465344882,1707.6371452270469,1712.9444461973437
125,2020-06-11,1728.9234619140625,1737.247802734375,1719.65234375,1725.3486328125,144739,0.002087278098459592,0.002089457979798759,0.14949748190021317,0.18871216484319916,1711.89440856445,1714.3970839897727
126,2020-06-12,1733.86474609375,1734.9757080078125,1723.2845458984375,1729.090576171875,149039,0.0028539357516211895,0.0028580121032177885,0.21554097498672567,0.18864653336148982,1716.28847607031,1716.1668714537707
127,2020-06-13,1729.5914306640625,1734.3585205078125,1722.6727294921875,1734.0111083984375,28537,-0.0024676608451640243,-0.002464618673004848,-0.19989038667174175,0.1869398546347663,1718.9490669890606,1717.3872859274336
128,2020-06-14,1728.4390869140625,1731.4716796875,1722.643798828125,1729.5069580078125,7043,-0.0006664740445736452,-0.0006662520000793037,-0.01570816766534875,0.1845218834093613,1720.8470709740611,1718.391995108036
129,2020-06-15,1721.2301025390625,1732.2647705078125,1711.01904296875,1728.4390869140625,78579,-0.004179528223279951,-0.004170806150809114,-0.3302013622040232,0.1835962594291429,1720.9236772870615,1718.6500048744929
130,2020-06-16,1732.2021484375,1732.2886962890625,1719.9749755859375,1721.2237548828125,131846,0.006354306104421141,0.006374537536993019,0.6083076531303915,0.18074175061566353,1723.1793715171493,1719.8820179256752
131,2020-06-17,1731.1683349609375,1734.80712890625,1725.7303466796875,1732.19677734375,96826,-0.0005969985089512613,-0.000596820340798554,0.009451941228899738,0.18038994444829043,1724.777164205907,1720.9080467470626
132,2020-06-18,1732.60302734375,1735.8795166015625,1724.4869384765625,1731.2471923828125,148354,0.0008283990568613221,0.0008287422741271033,0.051598052627664585,0.1608261919534916,1726.3423368334757,1721.9712268013068
133,2020-06-19,1734.469970703125,1739.5986328125,1725.1627197265625,1733.031005859375,165888,0.0010769565803040125,0.00107753670628008,0.1401552098541671,0.152416595860828,1727.9678636074057,1723.1074762469266
134,2020-06-20,1745.9195556640625,1749.8677978515625,1734.8043212890625,1734.8043212890625,55621,0.006579508516779084,0.00660120103220696,0.8360256355926453,0.13977523052554558,1731.5582020187371,1725.1813016484844
135,2020-06-21,1744.103759765625,1750.9864501953125,1740.971923828125,1745.5789794921875,33890,-0.0010405638576974313,-0.0010400226588600514,-0.13003007784614765,0.12363516533571695,1734.0673135681147,1726.9015251136789
136,2020-06-22,1747.140869140625,1754.3214111328125,1743.565673828125,1743.94970703125,278206,0.001739843788647063,0.001741358195000986,0.21410794774948053,0.12370157694165058,1736.6820246826169,1728.7414654797649
137,2020-06-23,1760.7041015625,1761.4898681640625,1741.325927734375,1746.9014892578125,129945,0.00773312397016257,0.007763101797593652,0.9837007632419728,0.10686819200637689,1741.4864400585936,1731.6471596691044
138,2020-06-24,1763.6463623046875,1773.363037109375,1754.2523193359375,1760.7923583984375,169871,0.0016696758485813484,0.001671070533416863,0.07932326306796846,0.10687983794143066,1745.9184245078125,1734.556178090521
