date,close,high,low,open,volume
2020-05-08,1708.8211669921875,1739.603759765625,1699.36279296875,1701.8365478515625,312368
2020-05-09,1727.0924072265625,1741.8170166015625,1687.98828125,1707.776123046875,92170
2020-05-10,1694.9862060546875,1727.9500732421875,1670.5777587890625,1726.117431640625,293326
2020-05-11,1691.93798828125,1709.9423828125,1679.48974609375,1694.4991455078125,135695
2020-05-12,1696.267333984375,1708.6129150390625,1682.1527099609375,1692.9678955078125,91540
2020-05-13,1713.83056640625,1721.1490478515625,1682.3529052734375,1695.8255615234375,64264
2020-05-14,1713.97705078125,1733.5267333984375,1695.483642578125,1713.83056640625,181208
2020-05-15,1719.720947265625,1755.36328125,1708.9534912109375,1715.505126953125,427687
2020-05-16,1735.1080322265625,1760.3499755859375,1707.05322265625,1720.1728515625,364749
2020-05-17,1752.0167236328125,1757.6922607421875,1734.2109375,1735.58544921875,170719
2020-05-18,1738.6966552734375,1773.460693359375,1734.4322509765625,1752.0787353515625,464648
2020-05-19,1760.152587890625,1762.99462890625,1731.9659423828125,1738.7340087890625,88286
2020-05-20,1765.6517333984375,1784.7373046875,1755.0301513671875,1760.1190185546875,67688
2020-05-21,1717.838134765625,1773.1768798828125,1711.0091552734375,1765.538330078125,139917
2020-05-22,1747.5697021484375,1750.3837890625,1711.4754638671875,1718.8560791015625,85716
2020-05-23,1784.55517578125,1788.88818359375,1747.0299072265625,1747.8023681640625,28364
2020-05-24,1745.4644775390625,1787.8992919921875,1745.4644775390625,1784.43017578125,56103
2020-05-25,1743.6507568359375,1748.2960205078125,1736.11767578125,1745.448974609375,70188
2020-05-26,1706.785400390625,1746.6551513671875,1704.21484375,1743.650390625,86237
2020-05-27,1708.4498291015625,1714.8253173828125,1701.8670654296875,1706.785400390625,78771
2020-05-28,1715.16357421875,1718.26171875,1702.47900390625,1708.2213134765625,46271
2020-05-29,1718.3392333984375,1722.9674072265625,1691.9619140625,1715.0606689453125,63860
2020-05-30,1723.7275390625,1728.5694580078125,1710.3712158203125,1718.243896484375,95714
2020-05-31,1726.351318359375,1729.194580078125,1720.5364990234375,1723.7025146484375,56510
2020-06-01,1742.95703125,1751.9207763671875,1718.9974365234375,1726.635498046875,745932
2020-06-02,1715.723876953125,1794.02783203125,1707.10009765625,1742.948486328125,141641
2020-06-03,1697.195068359375,1723.2939453125,1692.973876953125,1715.723876953125,205442
2020-06-04,1713.5035400390625,1713.8167724609375,1696.8511962890625,1697.1180419921875,112489
2020-06-05,1683.33642578125,1715.2220458984375,1681.9117431640625,1713.5035400390625,136828
2020-06-06,1680.8505859375,1690.807861328125,1676.610107421875,1683.325439453125,5773
2020-06-07,1682.6002197265625,1688.4234619140625,1677.2142333984375,1680.8505859375,12084
2020-06-08,1696.982177734375,1697.0570068359375,1679.7789306640625,1682.781982421875,44449
2020-06-09,1714.52783203125,1715.0362548828125,1687.0919189453125,1697.2896728515625,76280
2020-06-10,1725.3184814453125,1728.732421875,1711.6214599609375,1714.55712890625,72488
2020-06-11,1728.9234619140625,1737.247802734375,1719.65234375,1725.3486328125,144739
2020-06-12,1733.86474609375,1734.9757080078125,1723.2845458984375,1729.090576171875,149039
2020-06-13,1729.5914306640625,1734.3585205078125,1722.6727294921875,1734.0111083984375,28537
2020-06-14,1728.4390869140625,1731.4716796875,1722.643798828125,1729.5069580078125,7043
2020-06-15,1721.2301025390625,1732.2647705078125,1711.01904296875,1728.4390869140625,78579
2020-06-16,1732.2021484375,1732.2886962890625,1719.9749755859375,1721.2237548828125,131846
2020-06-17,1731.1683349609375,1734.80712890625,1725.7303466796875,1732.19677734375,96826
2020-06-18,1732.60302734375,1735.8795166015625,1724.4869384765625,1731.2471923828125,148354
2020-06-19,1734.469970703125,1739.5986328125,1725.1627197265625,1733.031005859375,165888
2020-06-20,1745.9195556640625,1749.8677978515625,1734.8043212890625,1734.8043212890625,55621
2020-06-21,1744.103759765625,1750.9864501953125,1740.971923828125,1745.5789794921875,33890
2020-06-22,1747.140869140625,1754.3214111328125,1743.565673828125,1743.94970703125,278206
2020-06-23,1760.7041015625,1761.4898681640625,1741.325927734375,1746.9014892578125,129945
2020-06-24,1763.6463623046875,1773.363037109375,1754.2523193359375,1760.7923583984375,169871
2020-06-25,1765.4366455078125,1769.9962158203125,1758.88623046875,1763.4488525390625,17153
2020-06-26,1763.06787109375,1766.298095703125,1759.2210693359375,1765.4041748046875,34409
2020-06-27,1772.992431640625,1775.121337890625,1758.7513427734375,1763.0621337890625,182700
2020-06-28,1770.623046875,1773.67333984375,1765.741943359375,1772.992431640625,10033
2020-06-29,1773.9412841796875,1781.4993896484375,1759.120849609375,1770.4495849609375,94609
2020-06-30,1776.6971435546875,1781.0445556640625,1764.681396484375,1773.621337890625,89156
2020-07-01,1767.5555419921875,1782.4755859375,1762.0631103515625,1776.8145751953125,132227
2020-07-02,1779.102783203125,1779.851806640625,1763.036865234375,1767.4996337890625,54945
2020-07-03,1774.9964599609375,1781.798828125,1772.65625,1779.08203125,101298
2020-07-04,1774.6201171875,1786.4735107421875,1770.8160400390625,1774.7645263671875,4703
2020-07-05,1774.6156005859375,1780.309326171875,1769.2230224609375,1774.5826416015625,56022
2020-07-06,1781.517822265625,1782.5194091796875,1773.6444091796875,1774.6156005859375,78796
2020-07-07,1785.4595947265625,1787.174072265625,1777.17041015625,1781.5283203125,168949
2020-07-08,1788.895751953125,1793.949951171875,1781.1602783203125,1785.4595947265625,566135
2020-07-09,1796.0194091796875,1803.7230224609375,1778.322509765625,1788.9884033203125,109758
2020-07-10,1795.1903076171875,1798.7698974609375,1787.8797607421875,1795.9752197265625,51692
2020-07-11,1787.2545166015625,1795.2301025390625,1780.2386474609375,1795.1903076171875,48062
2020-07-12,1790.73583984375,1794.1632080078125,1782.8133544921875,1787.2723388671875,69207
2020-07-13,1799.806640625,1804.51123046875,1787.787353515625,1790.73583984375,410859
2020-07-14,1796.2713623046875,1800.6881103515625,1788.386474609375,1799.806640625,41531
2020-07-15,1800.7259521484375,1802.9639892578125,1792.06298828125,1796.0447998046875,43862
2020-07-16,1795.001953125,1808.0960693359375,1794.07666015625,1800.6890869140625,9865
2020-07-17,1802.07958984375,1804.3045654296875,1791.688232421875,1794.9879150390625,11248
2020-07-18,1798.6983642578125,1805.9339599609375,1794.8853759765625,1802.13330078125,31393
2020-07-19,1800.9268798828125,1807.73779296875,1786.619140625,1798.658447265625,20217
2020-07-20,1801.0340576171875,1803.67822265625,1785.1793212890625,1801.0264892578125,53821
2020-07-21,1826.24755859375,1826.600830078125,1800.581298828125,1801.0340576171875,648981
2020-07-22,1850.043212890625,1855.78759765625,1824.9776611328125,1826.25537109375,805832
2020-07-23,1863.25244140625,1868.941162109375,1849.390380859375,1849.764892578125,683952
2020-07-24,1883.032470703125,1885.1522216796875,1859.44384765625,1863.25244140625,265965
2020-07-25,1884.1439208984375,1890.119140625,1883.0877685546875,1883.0877685546875,138517
2020-07-26,1896.323974609375,1898.038818359375,1878.623291015625,1884.028076171875,234271
2020-07-27,1931.072998046875,1932.97021484375,1895.142333984375,1896.3243408203125,1377527
2020-07-28,1928.93505859375,1945.08154296875,1904.949462890625,1940.8651123046875,417071
2020-07-29,1944.212158203125,1947.5745849609375,1920.1517333984375,1929.035400390625,291768
2020-07-30,1934.9266357421875,1949.44091796875,1929.5089111328125,1944.212158203125,179356
2020-07-31,1955.216796875,1959.0806884765625,1931.252685546875,1934.9266357421875,317540
2020-08-01,1958.1417236328125,1970.5657958984375,1942.6815185546875,1955.204345703125,242702
2020-08-02,1943.9000244140625,2010.9578857421875,1933.484375,1958.57763671875,249395
2020-08-03,1957.7821044921875,1964.0517578125,1938.38525390625,1943.90283203125,142392
2020-08-04,1990.46240234375,1990.587646484375,1951.80224609375,1958.1025390625,6647074
2020-08-05,1997.2939453125,1997.323486328125,1986.96337890625,1990.45556640625,2030098
2020-08-06,2011.891845703125,2012.452880859375,1995.4688720703125,1997.2939453125,1237920
2020-08-07,1994.4697265625,2016.7694091796875,1979.62890625,2011.9049072265625,314749
2020-08-08,1993.7803955078125,2001.8619384765625,1984.758056640625,1994.499755859375,78187
2020-08-09,1999.91552734375,2008.6932373046875,1991.5711669921875,1993.84912109375,34274
2020-08-10,2013.984130859375,2029.2481689453125,1994.278076171875,1999.91552734375,666894
2020-08-11,1934.055908203125,2014.5458984375,1919.2840576171875,2014.0372314453125,435448
2020-08-12,1930.71630859375,1949.1143798828125,1883.0889892578125,1933.983642578125,376061
2020-08-13,1962.273681640625,1962.273681640625,1916.0050048828125,1930.818359375,103671
2020-08-14,1942.5386962890625,1964.1705322265625,1934.2181396484375,1962.803466796875,81852
2020-08-15,1944.4490966796875,1949.5009765625,1931.9642333984375,1942.578369140625,79207
2020-08-16,1933.761962890625,1949.17431640625,1929.4029541015625,1944.1636962890625,59220
2020-08-17,1973.168701171875,1979.5931396484375,1933.680908203125,1933.761962890625,247692
2020-08-18,2000.714111328125,2018.93896484375,1973.1014404296875,1973.1014404296875,136452
2020-08-19,1948.4281005859375,2001.9404296875,1937.4873046875,2000.5859375,236335
2020-08-20,1955.01318359375,1955.34912109375,1935.528076171875,1948.4281005859375,173677
2020-08-21,1946.88037109375,1955.57568359375,1930.4085693359375,1954.9786376953125,107426
2020-08-22,1944.58447265625,1949.052490234375,1938.3817138671875,1946.3839111328125,36403
2020-08-23,1942.40283203125,1945.540771484375,1937.8939208984375,1944.586669921875,24773
2020-08-24,1938.072509765625,1954.371337890625,1937.11962890625,1943.7899169921875,140195
2020-08-25,1941.0606689453125,1945.2725830078125,1927.31640625,1938.2947998046875,66002
2020-08-26,1951.329345703125,1951.59228515625,1921.577880859375,1940.83447265625,112059
2020-08-27,1939.2030029296875,1962.391845703125,1928.4942626953125,1951.429443359375,106180
2020-08-28,1966.409423828125,1967.6607666015625,1923.70166015625,1939.1265869140625,215205
2020-08-29,1976.192626953125,1978.173583984375,1959.1912841796875,1966.2882080078125,158004
2020-08-30,1976.33837890625,1987.872802734375,1967.649169921875,1977.757080078125,337823
2020-08-31,1989.1414794921875,1997.935546875,1958.9151611328125,1976.2718505859375,442859
2020-09-01,1983.6751708984375,2007.7052001953125,1969.4913330078125,1988.9849853515625,391127
2020-09-02,1959.922607421875,1983.391357421875,1953.9422607421875,1983.391357421875,110157
2020-09-03,1942.0201416015625,1962.4786376953125,1931.1185302734375,1960.2237548828125,183839
2020-09-04,1949.9945068359375,1955.89111328125,1921.3428955078125,1941.78125,105221
2020-09-05,1915.8701171875,1957.3182373046875,1910.972900390625,1949.991455078125,356653
2020-09-06,1923.6083984375,1929.038330078125,1912.6634521484375,1915.8701171875,90018
2020-09-07,1920.3668212890625,1931.561767578125,1910.7113037109375,1923.6129150390625,187682
2020-09-08,1900.406982421875,1921.32958984375,1883.330322265625,1920.3853759765625,408557
2020-09-09,1928.1456298828125,1933.9571533203125,1896.9481201171875,1900.435791015625,89612
2020-09-10,1932.6148681640625,1943.52978515625,1921.625,1928.1456298828125,44567
2020-09-11,1933.1708984375,1938.83154296875,1926.3883056640625,1932.6148681640625,39057
2020-09-12,1933.167724609375,1939.3450927734375,1927.9862060546875,1933.2476806640625,15288
2020-09-13,1933.1378173828125,1939.423828125,1920.5303955078125,1934.31298828125,47427
2020-09-14,1943.947265625,1963.665771484375,1929.680908203125,1933.2891845703125,444856
2020-09-15,1945.8843994140625,1983.1956787109375,1936.7744140625,1943.947265625,79618
2020-09-16,1956.272705078125,1964.275146484375,1938.7427978515625,1945.9007568359375,38760
2020-09-17,1946.9947509765625,1961.7703857421875,1939.6348876953125,1956.272705078125,40827
2020-09-18,1951.111328125,1955.25146484375,1945.944580078125,1946.9947509765625,28755
2020-09-19,1951.0380859375,1960.204345703125,1940.0150146484375,1951.1329345703125,187838
2020-09-20,1954.16552734375,1958.06884765625,1944.6837158203125,1951.1849365234375,126955
2020-09-21,1903.9769287109375,1958.69677734375,1893.950439453125,1954.16552734375,271330
2020-09-22,1897.23828125,1909.66259765625,1892.9676513671875,1904.4989013671875,88730
2020-09-23,1863.5633544921875,1902.02978515625,1863.561279296875,1902.0294189453125,13748
2020-09-24,1870.859130859375,1871.4404296875,1857.449462890625,1863.2152099609375,2969
2020-09-25,1866.8421630859375,1874.339599609375,1861.897705078125,1870.94140625,10150
2020-09-26,1865.6484375,1871.375,1864.693359375,1866.8421630859375,4946
2020-09-27,1863.0999755859375,1865.6488037109375,1862.75,1865.6484375,1677
2020-09-28,1868.1920166015625,1868.2103271484375,1854.1539306640625,1863.0999755859375,3600
2020-09-29,1889.6817626953125,1889.6839599609375,1862.39599609375,1862.39599609375,5596
2020-09-30,1880.6573486328125,1889.6827392578125,1874.4759521484375,1889.6817626953125,13862
2020-10-01,1896.828369140625,1902.098388671875,1880.6500244140625,1880.6573486328125,8584
2020-10-02,1895.7529296875,1899.69091796875,1891.9088134765625,1896.799560546875,4658
2020-10-03,1902.5106201171875,1902.5106201171875,1891.6910400390625,1895.6044921875,5708
2020-10-04,1904.921142578125,1906.2054443359375,1899.349609375,1902.5106201171875,60634
2020-10-05,1903.292236328125,1905.0592041015625,1895.5859375,1904.7054443359375,67296
2020-10-06,1876.963623046875,1907.885009765625,1875.6187744140625,1903.2677001953125,5253
2020-10-07,1875.8475341796875,1879.932861328125,1871.3565673828125,1877.359375,1099
2020-10-08,1887.031005859375,1887.3265380859375,1875.82666015625,1875.8475341796875,6174
2020-10-09,1909.2691650390625,1909.459228515625,1882.92578125,1886.1607666015625,19669
2020-10-10,1919.275146484375,1919.7615966796875,1903.18505859375,1908.8619384765625,112458
2020-10-11,1917.8485107421875,1919.3968505859375,1906.682373046875,1919.284423828125,65043
2020-10-12,1912.8677978515625,1922.5413818359375,1908.4228515625,1917.847412109375,65776
2020-10-13,1894.60791015625,1916.0313720703125,1887.65576171875,1912.950927734375,99108
2020-10-14,1893.4677734375,1907.5606689453125,1887.5369873046875,1894.7540283203125,99406
2020-10-15,1897.1456298828125,1904.0963134765625,1888.8306884765625,1893.4647216796875,57474
2020-10-16,1888.139892578125,1905.3743896484375,1885.9483642578125,1895.5296630859375,46585
2020-10-17,1890.733154296875,1898.461669921875,1886.292724609375,1888.1400146484375,16718
2020-10-18,1889.8189697265625,1896.2413330078125,1882.027099609375,1892.6690673828125,34809
2020-10-19,1898.7484130859375,1906.342529296875,1882.9447021484375,1886.1646728515625,35849
2020-10-20,1889.944580078125,1903.637451171875,1885.037109375,1898.2147216796875,88556
2020-10-21,1915.7645263671875,1933.8414306640625,1886.901611328125,1889.471923828125,485859
2020-10-22,1906.2833251953125,1925.0740966796875,1897.0400390625,1915.229736328125,145328
2020-10-23,1902.208984375,1910.4500732421875,1893.1151123046875,1906.2733154296875,99359
2020-10-24,1908.4744873046875,1910.2979736328125,1898.106689453125,1902.429443359375,50849
2020-10-25,1899.9998779296875,1911.6497802734375,1898.19189453125,1908.0831298828125,147999
2020-10-26,1891.945556640625,1905.1453857421875,1881.2337646484375,1899.9998779296875,122575
2020-10-27,1895.3846435546875,1909.12255859375,1886.942626953125,1891.945556640625,160385
2020-10-28,1885.8529052734375,1902.48974609375,1877.46435546875,1895.3846435546875,97252
2020-10-29,1866.5626220703125,1889.6627197265625,1865.353759765625,1885.835205078125,109222
2020-10-30,1884.4417724609375,1889.6558837890625,1865.650634765625,1866.5626220703125,123359
2020-10-31,1887.199951171875,1893.27587890625,1877.00341796875,1884.3927001953125,225110
2020-11-01,1883.701171875,1892.6107177734375,1878.1153564453125,1887.199951171875,31747
2020-11-02,1897.6114501953125,1899.004150390625,1877.241943359375,1884.8480224609375,103765
2020-11-03,1907.9437255859375,1913.3739013671875,1890.07763671875,1897.6114501953125,71644
2020-11-04,1896.138671875,1914.4508056640625,1875.8665771484375,1909.772705078125,357819
2020-11-05,1948.302490234375,1948.302490234375,1896.11669921875,1896.138671875,327997
2020-11-06,1951.230712890625,1958.3255615234375,1922.0611572265625,1948.2811279296875,245398
2020-11-07,1955.2401123046875,1965.7733154296875,1945.43017578125,1951.229736328125,74067
2020-11-08,1951.9595947265625,1960.550537109375,1944.665771484375,1955.251953125,38752
2020-11-09,1859.2320556640625,1958.1405029296875,1842.332763671875,1951.9791259765625,583707
2020-11-10,1872.2158203125,1890.994384765625,1848.419921875,1859.20556640625,215036
2020-11-11,1882.02197265625,1902.123046875,1866.813232421875,1872.2724609375,613470
2020-11-12,1889.19140625,1898.133544921875,1873.53955078125,1881.86962890625,198507
2020-11-13,1892.0897216796875,1905.8316650390625,1884.89404296875,1889.20068359375,130424
2020-11-14,1898.72509765625,1905.9742431640625,1888.0811767578125,1892.0875244140625,67089
2020-11-15,1898.0924072265625,1910.1273193359375,1894.0379638671875,1898.7568359375,72986
2020-11-16,1903.991455078125,1908.9481201171875,1886.197021484375,1898.090087890625,240514
2020-11-17,1881.03125,1903.1971435546875,1876.9888916015625,1897.0721435546875,338759
2020-11-18,1884.90576171875,1903.5611572265625,1868.809814453125,1881.0689697265625,597005
2020-11-19,1878.2047119140625,1893.7470703125,1862.7752685546875,1884.971435546875,333455
2020-11-20,1885.0714111328125,1901.57958984375,1866.6561279296875,1878.179443359375,395385
2020-11-21,1878.0399169921875,1898.446044921875,1870.8304443359375,1885.0341796875,211724
2020-11-22,1883.7823486328125,1892.681396484375,1869.533935546875,1878.052978515625,161904
2020-11-23,1856.520751953125,1899.78955078125,1852.5850830078125,1883.7117919921875,278349
2020-11-24,1825.8726806640625,1861.0037841796875,1820.911376953125,1856.866455078125,416637
2020-11-25,1832.8704833984375,1839.7294921875,1823.242919921875,1826.4124755859375,184660
2020-11-26,1828.160400390625,1841.4755859375,1811.44580078125,1832.166259765625,289638
2020-11-27,1816.2906494140625,1836.1898193359375,1795.4140625,1829.2872314453125,144238
2020-11-28,1795.8651123046875,1819.963134765625,1794.859375,1816.060302734375,59925
2020-11-29,1796.06982421875,1803.2481689453125,1789.0804443359375,1796.10302734375,82962
2020-11-30,1785.12548828125,1801.1954345703125,1777.60498046875,1799.3466796875,180004
2020-12-01,1822.29052734375,1832.2703857421875,1782.8433837890625,1788.251953125,179934
2020-12-02,1836.837158203125,1848.029052734375,1809.6400146484375,1820.7757568359375,195851
2020-12-03,1840.095947265625,1846.839599609375,1830.716064453125,1836.798583984375,105493
2020-12-04,1845.008544921875,1849.8660888671875,1837.5968017578125,1840.1552734375,44390
2020-12-05,1846.2799072265625,1850.75390625,1842.5888671875,1844.736083984375,45304
2020-12-06,1836.2918701171875,1851.476318359375,1835.1243896484375,1847.31982421875,54545
2020-12-07,1865.737548828125,1869.929931640625,1832.587890625,1836.3253173828125,115665
2020-12-08,1870.91552734375,1882.055908203125,1864.82763671875,1865.6717529296875,121874
2020-12-09,1851.6158447265625,1885.2393798828125,1851.5867919921875,1870.6485595703125,407622
2020-12-10,1846.6470947265625,1856.992431640625,1836.5159912109375,1851.6163330078125,165650
2020-12-11,1852.37841796875,1860.0255126953125,1841.837890625,1846.9163818359375,84498
2020-12-12,1859.2850341796875,1862.3143310546875,1849.8778076171875,1853.500244140625,76606
2020-12-13,1851.984619140625,1870.5677490234375,1846.34130859375,1858.6004638671875,91477
2020-12-14,1849.865234375,1858.1417236328125,1840.872802734375,1852.0267333984375,92872
2020-12-15,1878.8865966796875,1880.478515625,1847.1231689453125,1849.8668212890625,101688
2020-12-16,1870.797607421875,1921.9776611328125,1870.2591552734375,1878.6041259765625,1527834
2020-12-17,1921.9815673828125,1933.9576416015625,1868.202392578125,1870.9293212890625,648576
2020-12-18,1914.59375,1933.4893798828125,1896.42578125,1921.5552978515625,174785
2020-12-19,1921.2337646484375,1927.8240966796875,1908.3297119140625,1916.3514404296875,161839
2020-12-20,1922.9371337890625,1930.60791015625,1902.455078125,1921.26904296875,301701
2020-12-21,1921.31201171875,1935.1951904296875,1889.750732421875,1920.0079345703125,359322
